16	0.000000541	0.000000230
16	0.000000050	0.000000191
16	0.000000050	0.000000100
16	0.000000060	0.000000080
16	0.000000061	0.000000080
16	0.000000050	0.000000090
16	0.000000060	0.000000050
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000080	0.000000200
16	0.000000060	0.000000091
16	0.000000050	0.000000071
16	0.000000051	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000090	0.000000200
16	0.000000050	0.000000100
16	0.000000050	0.000000070
16	0.000000050	0.000000091
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000080	0.000000201
16	0.000000050	0.000000080
16	0.000000051	0.000000060
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000060	0.000000060
16	0.000000050	0.000000091
16	0.000000050	0.000000060
16	0.000000060	0.000000090
16	0.000000090	0.000000200
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000050	0.000000060
16	0.000000060	0.000000051
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000061	0.000000050
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000051	0.000000090
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000060	0.000000090
16	0.000000060	0.000000050
16	0.000000060	0.000000080
16	0.000000080	0.000000200
16	0.000000050	0.000000081
16	0.000000050	0.000000061
16	0.000000051	0.000000060
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000060	0.000000050
16	0.000000050	0.000000090
16	0.000000090	0.000000201
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000060	0.000000051
16	0.000000050	0.000000080
16	0.000000060	0.000000060
16	0.000000051	0.000000090
16	0.000000060	0.000000050
16	0.000000050	0.000000090
16	0.000000050	0.000000061
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000061
16	0.000000050	0.000000091
16	0.000000061	0.000000050
16	0.000000061	0.000000080
16	0.000000060	0.000000050
16	0.000000050	0.000000090
16	0.000000090	0.000000200
16	0.000000061	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000060	0.000000050
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000080	0.000000200
16	0.000000050	0.000000090
16	0.000000050	0.000000061
16	0.000000051	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000090	0.000000201
16	0.000000060	0.000000070
16	0.000000061	0.000000050
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000081
16	0.000000050	0.000000060
16	0.000000061	0.000000080
16	0.000000090	0.000000200
16	0.000000050	0.000000070
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000061
16	0.000000050	0.000000081
16	0.000000060	0.000000050
16	0.000000051	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000081
16	0.000000051	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000060	0.000000050
16	0.000000050	0.000000090
16	0.000000050	0.000000061
16	0.000000050	0.000000091
16	0.000000060	0.000000060
16	0.000000050	0.000000080
16	0.000000060	0.000000050
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000091
16	0.000000060	0.000000050
16	0.000000060	0.000000080
16	0.000000051	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000061
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000090	0.000000201
16	0.000000060	0.000000070
16	0.000000060	0.000000050
16	0.000000050	0.000000091
16	0.000000051	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000090	0.000000200
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000060	0.000000050
16	0.000000050	0.000000081
16	0.000000060	0.000000060
16	0.000000061	0.000000080
16	0.000000051	0.000000060
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000050	0.000000081
16	0.000000061	0.000000050
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000060	0.000000060
16	0.000000060	0.000000080
16	0.000000051	0.000000060
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000060	0.000000050
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000051	0.000000060
16	0.000000061	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000060	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000091
16	0.000000060	0.000000051
16	0.000000060	0.000000090
16	0.000000050	0.000000050
16	0.000000050	0.000000080
16	0.000000060	0.000000050
16	0.000000050	0.000000080
16	0.000000061	0.000000050
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000060	0.000000050
16	0.000000050	0.000000080
16	0.000000050	0.000000060
16	0.000000050	0.000000090
16	0.000000050	0.000000060
16	0.000000060	0.000000090
16	0.000000090	0.000000241
16	0.000000050	0.000000160
16	0.000000080	0.000000090
16	0.000000060	0.000000070
16	0.000000060	0.000000070
16	0.000000050	0.000000131
16	0.000000050	0.000000071
